 ,Area,X,Y,Perim.,Angle,Length
227,892.327,1068.421,817.409,106.043,0,0
228,686.456,1063.038,802.986,92.954,0,0
229,542.215,1097.395,810.121,82.485,0,0
230,925.765,1092.050,786.331,109.326,0,0
231,799.882,1086.815,800.634,100.218,0,0
232,892.983,1116.194,813.619,106.151,0,0
233,1433.887,1122.820,797.824,137.473,0,0
234,1195.889,1117.260,792.044,127.626,0,0
235,794.637,1153.846,759.677,100.028,0,0
236,911.341,1158.463,788.817,106.984,0,0
237,1252.930,1186.521,757.372,125.466,0,0
238,1555.180,1192.296,787.579,140.488,0,0
239,905.440,1179.875,796.189,106.621,0,0
240,736.940,1206.883,773.558,96.518,0,0
241,1954.466,1226.179,760.158,163.506,0,0
242,799.882,1223.625,747.368,100.243,0,0
243,1026.078,1270.153,766.410,113.476,0,0
244,2081.660,1265.992,736.437,162.539,0,0
245,1247.685,1263.840,704.829,126.976,0,0
246,720.549,1296.678,714.492,95.090,0,0
247,550.083,1306.990,732.389,83.201,0,0
248,509.433,1312.864,741.552,80.224,0,0
249,267.502,1345.144,703.439,57.905,0,0
250,978.216,1349.393,723.298,111.029,0,0
251,683.178,1350.607,733.444,92.889,0,0
252,354.046,1383.806,722.267,66.751,0,0
253,376.338,1362.517,729.294,68.825,0,0
254,348.145,1376.951,725.107,66.313,0,0
255,843.810,1340.281,737.024,103.062,0,0
256,748.742,1326.316,748.773,97.043,0,0
257,213.739,1319.990,762.905,52.147,0,0
258,439.279,1307.703,770.202,74.541,0,0
259,764.477,1419.030,724.278,98.311,0,0
260,872.658,1414.176,732.782,104.634,0,0
261,1289.646,1390.275,744.289,134.104,0,0
262,575.653,1377.088,753.606,85.200,0,0
263,517.301,1289.683,786.233,80.467,0,0
264,258.323,1325.350,800.654,57.231,0,0
265,287.171,1330.518,812.955,59.976,0,0
266,433.379,1316.354,830.364,73.845,0,0
267,836.598,1294.737,786.103,102.551,0,0
268,663.509,1309.312,807.486,91.167,0,0
269,561.884,1338.866,841.521,83.851,0,0
270,548.771,1336.848,864.358,83.145,0,0
271,319.297,1386.625,884.436,64.316,0,0
272,650.396,1425.915,873.399,90.508,0,0
273,1234.572,1402.426,894.456,125.062,0,0
274,515.989,1385.287,916.198,80.640,0,0
275,544.182,1424.961,936.832,82.902,0,0
276,554.672,1389.264,949.920,84.673,0,0
277,723.172,1395.119,938.228,96.563,0,0
278,840.532,1495.547,994.737,104.665,0,0
279,686.456,1524.444,984.496,92.907,0,0
280,672.032,1533.190,980.037,95.194,0,0
281,894.950,1522.791,950.762,108.683,0,0
282,299.628,1530.466,964.124,61.390,0,0
283,260.289,1512.003,956.962,57.147,0,0
284,1534.200,1485.107,971.656,145.129,0,0
285,890.360,1485.701,944.419,105.877,0,0
286,784.147,1460.399,945.341,99.104,0,0
287,683.178,1442.915,955.870,94.640,0,0
288,580.898,1431.446,988.380,86.135,0,0
289,1523.710,1417.928,964.268,138.380,0,0
290,1180.809,1402.138,1051.665,122.459,0,0
291,1060.171,1394.055,1036.719,115.482,0,0
292,635.316,1381.483,1046.492,91.114,0,0
293,710.715,1379.466,1031.315,98.227,0,0
294,668.098,1370.607,1017.570,91.689,0,0
295,607.124,1394.405,993.117,87.445,0,0
296,577.620,1386.461,1005.406,88.023,0,0
297,608.435,1357.085,1008.097,87.141,0,0
298,632.694,1374.376,978.318,89.134,0,0
299,627.448,1367.206,1000.180,88.783,0,0
300,469.439,1365.182,974.899,76.890,0,0
301,406.497,1243.725,986.452,71.305,0,0
302,285.859,1269.636,991.498,59.681,0,0
303,457.637,1277.733,978.543,76.257,0,0
304,574.997,1273.208,970.374,85.189,0,0
305,608.435,1269.061,981.611,87.503,0,0
306,698.258,1284.742,933.614,96.977,0,0
307,370.437,1286.083,960.729,67.945,0,0
308,300.284,1309.312,1002.940,61.454,0,0
309,630.071,1307.996,983.408,91.837,0,0
310,260.945,1336.746,996.666,57.554,0,0
311,627.448,1322.672,990.551,88.649,0,0
312,657.608,1335.092,984.320,90.874,0,0
313,469.439,1357.162,977.002,78.412,0,0
314,498.943,1348.583,977.064,79.088,0,0
315,213.739,1314.744,968.016,51.735,0,0
316,344.867,1299.067,959.108,67.537,0,0
317,487.797,1303.644,942.510,80.910,0,0
318,637.939,1308.526,934.571,89.860,0,0
319,322.575,1332.178,957.279,63.851,0,0
320,196.692,1318.758,951.822,50.184,0,0
321,446.492,1308.907,909.717,75.561,0,0
322,724.483,1321.150,903.951,95.677,0,0
323,617.614,1357.895,900.810,88.243,0,0
324,617.614,1357.895,900.810,88.243,0,0
325,507.466,1371.194,906.883,79.753,0,0
326,495.665,1358.704,922.267,79.028,0,0
327,658.264,1353.036,939.271,90.617,0,0
328,658.264,1353.036,939.271,90.617,0,0
329,676.621,1347.249,926.131,92.146,0,0
330,752.020,1338.555,892.700,97.131,0,0
331,687.112,1333.603,904.049,94.849,0,0
332,594.666,1336.045,918.482,86.395,0,0
333,681.211,1350.386,955.569,92.535,0,0
334,578.931,1354.280,945.344,85.631,0,0
335,817.584,1329.866,942.795,105.142,0,0
