 ,Area,X,Y,Perim.,Angle,Length
53,310.975,526.750,495.780,63.597,0.000,0.000
54,677.067,544.659,490.797,93.901,0.000,0.000
55,781.209,565.398,477.601,100.482,0.000,0.000
56,590.620,548.563,472.351,86.690,0.000,0.000
57,249.766,374.867,611.456,56.343,0.000,0.000
58,582.788,398.171,610.522,85.974,0.000,0.000
59,767.575,389.698,602.838,99.093,0.000,0.000
60,611.507,416.606,589.227,88.403,0.000,0.000
61,806.446,408.796,594.344,103.367,0.000,0.000
62,541.305,406.378,578.603,82.422,0.000,0.000
63,343.175,412.836,565.145,65.649,0.000,0.000
64,828.783,434.653,583.576,102.011,0.000,0.000
65,914.649,431.575,565.398,108.765,0.000,0.000
66,798.904,437.881,551.256,103.160,0.000,0.000
67,1328.896,436.278,535.761,133.068,0.000,0.000
68,900.435,438.815,519.057,107.291,0.000,0.000
69,482.417,444.615,505.737,77.975,0.000,0.000
70,798.034,443.971,498.746,100.567,0.000,0.000
71,670.685,582.352,505.592,92.197,0.000,0.000
72,934.376,585.976,514.751,109.906,0.000,0.000
73,975.568,605.510,508.699,113.204,0.000,0.000
74,673.876,605.388,523.781,93.516,0.000,0.000
75,416.857,592.453,524.437,72.484,0.000,0.000
76,533.473,624.368,533.612,84.863,0.000,0.000
77,773.956,615.188,527.556,98.722,0.000,0.000
78,635.874,639.318,537.684,91.824,0.000,0.000
79,414.827,647.396,543.715,74.123,0.000,0.000
80,635.874,639.318,537.684,91.824,0.000,0.000
81,251.507,639.047,532.832,56.133,0.000,0.000
82,363.481,623.301,539.025,68.746,0.000,0.000
83,553.779,665.173,553.134,84.505,0.000,0.000
84,688.380,659.789,567.678,95.499,0.000,0.000
85,493.441,663.663,571.727,78.674,0.000,0.000
86,1024.883,673.923,573.485,114.728,0.000,0.000
87,1162.385,679.559,579.380,120.947,0.000,0.000
88,593.231,694.523,571.723,86.745,0.000,0.000
89,906.527,674.869,580.337,107.099,0.000,0.000
90,797.744,679.047,603.130,100.388,0.000,0.000
91,849.670,692.385,610.656,103.401,0.000,0.000
92,577.566,700.065,615.218,85.849,0.000,0.000
93,471.974,716.606,613.592,77.038,0.000,0.000
94,572.635,725.625,615.345,84.817,0.000,0.000
95,579.307,705.966,546.402,85.321,0.000,0.000
96,615.858,777.075,449.473,88.061,0.000,0.000
97,1056.213,827.815,483.485,115.585,0.000,0.000
98,388.429,822.966,599.306,70.062,0.000,0.000
99,1310.040,835.220,584.780,128.786,0.000,0.000
100,926.253,836.290,585.052,110.676,0.000,0.000
101,1167.897,844.408,565.799,122.637,0.000,0.000
102,295.890,857.449,566.509,60.924,0.000,0.000
103,1167.897,844.408,565.799,122.637,0.000,0.000
104,1283.642,816.104,546.141,129.731,0.000,0.000
105,528.251,801.166,541.022,82.242,0.000,0.000
106,759.452,814.635,542.094,100.767,0.000,0.000
107,713.038,823.526,558.524,94.634,0.000,0.000
108,605.995,785.440,525.828,88.563,0.000,0.000
109,949.750,802.250,488.086,110.484,0.000,0.000
110,601.064,789.470,507.205,88.079,0.000,0.000
111,448.187,774.406,511.230,75.277,0.000,0.000
112,643.127,743.536,536.714,89.794,0.000,0.000
113,577.857,757.143,537.252,85.288,0.000,0.000
114,978.469,770.571,528.369,110.833,0.000,0.000
115,993.554,777.467,464.541,111.890,0.000,0.000
116,865.044,773.848,494.068,104.537,0.000,0.000
117,811.088,765.618,482.046,101.666,0.000,0.000
118,683.739,749.339,499.559,94.679,0.000,0.000
119,299.081,751.619,483.513,61.369,0.000,0.000
120,622.530,711.101,526.750,88.434,0.000,0.000
121,226.269,696.139,523.669,53.390,0.000,0.000
122,630.653,712.968,498.075,93.949,0.000,0.000
123,283.707,702.333,509.157,59.619,0.000,0.000
124,875.197,737.215,511.380,105.130,0.000,0.000
125,1607.381,727.097,516.362,148.877,0.000,0.000
