 ,Area,X,Y,Perim.,Angle,Length
1703,272.08,2060.603,2663.128,200,-0.096,200
1,838.007,822.142,1538.357,102.957,0,0
2,870.657,811.696,1523.578,107.771,0,0
3,865.215,804.204,1516.283,105.276,0,0
4,1755.825,818.99,1503.229,156.432,0,0
5,1427.515,850.059,1485.421,133.431,0,0
6,1469.234,849.44,1469.523,139.524,0,0
7,1474.675,875.011,1472.442,146.334,0,0
8,429.887,859.795,1440.402,73.048,0,0
9,473.42,859.384,1415.907,78.056,0,0
10,954.095,868.012,1417.944,109.405,0,0
11,1394.865,898.018,1455.665,133.859,0,0
12,691.084,901.308,1430.024,94.234,0,0
13,605.832,819.306,1422.337,89.636,0,0
14,527.836,831.362,1414.586,84.947,0,0
15,828.938,798.435,1414.642,102.28,0,0
16,896.051,815.127,1394.965,108.632,0,0
17,957.723,838.778,1385.183,109.922,0,0
18,518.766,837.846,1372.026,81.605,0,0
19,691.084,842.561,1416.039,99.604,0,0
20,233.989,851.851,1408.434,53.619,0,0
21,734.617,879.917,1374.153,96.488,0,0
22,1213.478,834.676,1357.281,123.585,0,0
23,767.266,893.13,1348.718,101.218,0,0
24,663.876,847.137,1335.352,91.427,0,0
25,997.628,872.569,1333.951,119.372,0,0
26,1113.715,869.87,1376.62,122.32,0,0
27,799.916,936.186,1289.014,102.953,0,0
28,838.007,957.776,1299.816,104.984,0,0
29,616.715,931.7,1307.108,95.005,0,0
30,725.547,948.746,1329.426,95.005,0,0
31,894.237,928.842,1347.473,105.765,0,0
32,594.949,929.776,1330.699,88.826,0,0
33,767.266,914.755,1374.584,98.689,0,0
34,491.558,963.635,1344.998,78.4,0,0
35,576.81,983.541,1332.035,87.583,0,0
36,763.639,917.844,1410.772,97.419,0,0
37,707.409,936.392,1402.692,94.538,0,0
38,925.073,938.268,1375.082,107.683,0,0
39,903.307,968.397,1366.136,108.617,0,0
40,633.04,998.362,1349.047,89.241,0,0
41,576.81,953.106,1387.203,85.181,0,0
42,1015.766,976.593,1398.541,116.904,0,0
43,725.547,989.352,1400.49,98.928,0,0
44,818.055,997.902,1378.817,105.4,0,0
45,370.029,1015.256,1357.871,68.264,0,0
46,564.113,1039.19,1297.49,88.093,0,0
47,618.529,1045.363,1318.673,88.401,0,0
48,994,1044.893,1341.339,112.481,0,0
49,1209.85,1055.773,1367.842,132.344,0,0
50,1033.905,1015.071,1386.294,117.629,0,0
51,330.124,999.325,1403.365,65.087,0,0
52,1130.04,1016.718,1420.807,120.095,0,0
53,1082.88,1029.912,1414.673,116.745,0,0
54,1456.537,1050.417,1405.082,140.301,0,0
55,1095.577,1091.394,1384.552,119.231,0,0
56,1206.223,1079.371,1405.051,123.118,0,0
57,865.215,1084.183,1426.011,108.309,0,0
58,912.376,1034.592,1436.281,107.223,0,0
59,389.982,1075.231,1434.783,72.686,0,0
60,279.336,1054.745,1433.196,59.367,0,0
61,1015.766,968.685,1420.643,115.012,0,0
62,1057.485,955.919,1449.998,120.206,0,0
63,910.562,956.818,1469.254,109.334,0,0
64,870.657,973.96,1459.869,104.683,0,0
65,881.54,995.831,1438.152,108.318,0,0
66,725.547,926.75,1439.055,95.417,0,0
67,1130.04,952.943,1439.308,121.487,0,0
68,1289.661,936.835,1449.621,127.461,0,0
69,952.281,911.405,1458.708,109.486,0,0
70,1146.365,1031.704,1536.274,120.209,0,0
71,857.96,1040.582,1557.183,104.871,0,0
72,569.555,1044.207,1554.472,85.201,0,0
73,148.737,1030.302,1553.878,43.557,0,0
74,420.818,1036.472,1500.787,73.342,0,0
75,760.011,1074.381,1547.863,99.272,0,0
76,843.449,1085.438,1547.413,102.958,0,0
77,810.799,1062.75,1498.031,100.546,0,0
78,972.234,1051.587,1522.765,111.965,0,0
79,986.745,1068.685,1548.589,111.616,0,0
80,660.248,1097.005,1534.19,95.217,0,0
81,495.186,1109.316,1534.954,80.598,0,0
82,197.712,1097.45,1514.674,50.103,0,0
